prop_name,monthly_rent,location,rooms,parking,bathroom,size,furnished,facilities,additional_facilities,region
First Residence,1600.0,Kuala Lumpur - Kepong,3.0,1.0,2.0,1070,Partially Furnished,"Barbeque area, Swimming Pool, Security, Playground, Gymnasium, Parking, Lift, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
Regalia Residence,2000.0,Kuala Lumpur - Jalan Sultan Ismail,1.0,1.0,1.0,560,Fully Furnished,"Parking, Playground, Swimming Pool, Squash Court, Gymnasium",None,Kuala Lumpur
Unio Residence,2200.0,Kuala Lumpur - Kepong,2.0,1.0,2.0,866,Fully Furnished,"Jogging Track, Security, Swimming Pool, Tennis Court, Lift, Multipurpose hall, Parking, Minimart, Playground, Barbeque area, Gymnasium","Air-Cond, Cooking Allowed",Kuala Lumpur
Legasi Kampong Bharu,3300.0,Kuala Lumpur - KL City,3.0,1.0,2.0,950,Fully Furnished,"Gymnasium, Parking, Playground, Security, Minimart, Squash Court, Lift, Swimming Pool, Tennis Court, Jogging Track",Air-Cond,Kuala Lumpur
Bayu Tasik 2,1500.0,Kuala Lumpur - Cheras,3.0,1.0,2.0,1000,Fully Furnished,"Parking, Swimming Pool, Playground, Gymnasium, Security, Lift, Barbeque area, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur
Platinum Oug Residence,1650.0,Kuala Lumpur - Bukit Jalil,3.0,1.0,2.0,1200,Fully Furnished,"Parking, Security, Lift, Playground, Barbeque area, Multipurpose hall, Minimart, Jogging Track, Swimming Pool, Gymnasium","Cooking Allowed, Near KTM/LRT, Washing Machine, Air-Cond",Kuala Lumpur
M Centura,2500.0,Kuala Lumpur - Sentul,3.0,1.0,2.0,850,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Multipurpose hall","Cooking Allowed, Washing Machine",Kuala Lumpur
Casa Idaman,1500.0,Kuala Lumpur - Jalan Ipoh,3.0,2.0,2.0,1062,Partially Furnished,None,None,Kuala Lumpur
Platinum Lake PV 20,1500.0,Kuala Lumpur - Setapak,4.0,2.0,2.0,1333,Partially Furnished,None,"Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur
Impian Kota,1500.0,Kuala Lumpur - KL City,3.0,1.0,2.0,1100,Partially Furnished,Parking,Near KTM/LRT,Kuala Lumpur
Desa Dua Aman Puri,850.0,Kuala Lumpur - Kepong,3.0,1.0,2.0,850,Not Furnished,"Security, Minimart, Jogging Track, Parking, Swimming Pool, Lift, Playground",Cooking Allowed,Kuala Lumpur
The Andes Condo Villa @ Bukit Jalil,3700.0,Kuala Lumpur - Bukit Jalil,3.0,2.0,2.0,1325,Fully Furnished,None,None,Kuala Lumpur
Kepong Sentral Condominium,999.0,Kuala Lumpur - Kepong,3.0,1.0,2.0,962,Not Furnished,"Security, Minimart, Playground, Squash Court, Jogging Track, Lift, Parking, Swimming Pool, Tennis Court, Gymnasium",None,Kuala Lumpur
The Hipster @ Taman Desa,2100.0,Kuala Lumpur - Taman Desa,3.0,2.0,2.0,925,Fully Furnished,"Security, Minimart, Swimming Pool, Squash Court, Lift, Parking, Playground, Gymnasium, Barbeque area, Sauna, Multipurpose hall","Cooking Allowed, Air-Cond, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
Sentrio Suites,1550.0,Kuala Lumpur - Desa Pandan,1.0,1.0,1.0,570,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
PV9 Residences @ Taman Melati,2499.0,Kuala Lumpur - Setapak,4.0,3.0,2.0,1100,Partially Furnished,"Security, Parking, Lift, Swimming Pool, Playground, Minimart, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur
Bukit Pandan 2,1450.0,Kuala Lumpur - Cheras,3.0,1.0,2.0,1150,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Squash Court, Tennis Court, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
Majestic Maxim,1750.0,Kuala Lumpur - Cheras,3.0,1.0,2.0,819,Partially Furnished,"Swimming Pool, Jogging Track, Barbeque area, Security, Playground, Lift, Parking, Gymnasium, Sauna, Minimart, Multipurpose hall","Air-Cond, Near KTM/LRT, Cooking Allowed",Kuala Lumpur
EkoCheras Service Apartment,1800.0,Kuala Lumpur - Cheras,1.0,1.0,2.0,762,Partially Furnished,"Minimart, Barbeque area, Parking, Swimming Pool, Gymnasium, Lift, Sauna, Playground, Security, Jogging Track",None,Kuala Lumpur
Apartment Sentul,1700.0,Kuala Lumpur - Sentul,2.0,1.0,2.0,743,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Minimart, Barbeque area, Sauna, Gymnasium, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
Camellia,2200.0,Kuala Lumpur - Bangsar South,1.0,1.0,1.0,638,Fully Furnished,"Club house, Playground, Parking, Security, Swimming Pool",None,Kuala Lumpur
Bayu @ Pandan Jaya,1700.0,Kuala Lumpur - Pandan Jaya,3.0,1.0,2.0,1072,Partially Furnished,"Parking, Playground, Gymnasium, Security, Swimming Pool, Multipurpose hall, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
Casa Green (Bukit Jalil),2000.0,Kuala Lumpur - Bukit Jalil,4.0,1.0,2.0,900,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
10 Semantan,1948.0,Kuala Lumpur - Damansara Heights,2.0,1.0,2.0,990,Fully Furnished,"Parking, Sauna, Security, Gymnasium, Minimart, Swimming Pool, Barbeque area, Lift, Playground","Cooking Allowed, Air-Cond, Near KTM/LRT, Washing Machine",Kuala Lumpur
Impiana Sky Residensi,1300.0,Kuala Lumpur - Bukit Jalil,3.0,1.0,2.0,850,Partially Furnished,"Security, Playground, Multipurpose hall, Parking, Lift","Air-Cond, Cooking Allowed",Kuala Lumpur
M Vertica,2200.0,Kuala Lumpur - Cheras,3.0,2.0,2.0,850,Fully Furnished,"Security, Playground, Swimming Pool, Parking, Tennis Court, Jogging Track, Lift, Barbeque area, Multipurpose hall, Gymnasium, Sauna, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
Damai Hillpark,1600.0,Kuala Lumpur - Bandar Damai Perdana,3.0,2.0,2.0,1020,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
Vista Langkawi @ PV18,1300.0,Kuala Lumpur - Setapak,3.0,1.0,2.0,926,Not Furnished,None,None,Kuala Lumpur
Platinum Lake PV 13,2400.0,Kuala Lumpur - Setapak,3.0,2.0,2.0,1313,Partially Furnished,"Parking, Minimart, Club house, Swimming Pool, Sauna, Security, Playground, Gymnasium, Barbeque area",None,Kuala Lumpur
Vina Versatile Homes,1400.0,Kuala Lumpur - Cheras,1.0,1.0,1.0,450,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Minimart, Gymnasium, Jogging Track, Tennis Court","Air-Cond, Near KTM/LRT, Cooking Allowed",Kuala Lumpur
Residensi Jalilmas,1000.0,Kuala Lumpur - Bukit Jalil,3.0,1.0,2.0,800,Partially Furnished,"Parking, Minimart, Multipurpose hall, Security, Lift","Cooking Allowed, Near KTM/LRT",Kuala Lumpur
Sri Putramas,1500.0,Kuala Lumpur - Jalan Kuching,3.0,1.0,2.0,1100,Partially Furnished,"Playground, Sauna, Security, Parking, Tennis Court, Barbeque area, Gymnasium, Minimart, Swimming Pool, Lift",Air-Cond,Kuala Lumpur
Sri Putramas,1600.0,Kuala Lumpur - Jalan Kuching,3.0,1.0,2.0,1100,Fully Furnished,"Playground, Sauna, Security, Parking, Tennis Court, Barbeque area, Gymnasium, Minimart, Swimming Pool, Lift","Air-Cond, Washing Machine",Kuala Lumpur
Pangsapuri Melur (Sentul),1400.0,Kuala Lumpur - Sentul,3.0,1.0,2.0,650,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Minimart, Multipurpose hall, Tennis Court","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
Platinum OUG Residence,1800.0,Kuala Lumpur - Kuchai Lama,3.0,1.0,2.0,1200,Fully Furnished,"Playground, Security, Lift, Parking","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
Majestic Maxim,1488.0,Kuala Lumpur - Cheras,3.0,1.0,2.0,819,Partially Furnished,"Lift, Playground, Gymnasium, Parking, Security, Swimming Pool, Barbeque area, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
vista wirajaya 2,1500.0,Kuala Lumpur - Setapak,3.0,1.0,2.0,850,Not Furnished,None,None,Kuala Lumpur
Danau Kota Suite Apartments,2200.0,Kuala Lumpur - Setapak,3.0,1.0,2.0,829,Fully Furnished,"Playground, Security, Minimart, Jogging Track, Parking, Swimming Pool, Gymnasium, Lift",None,Kuala Lumpur
Anjung Hijau,1400.0,Kuala Lumpur - Bukit Jalil,2.0,1.0,2.0,980,Fully Furnished,"Minimart, Playground, Security, Barbeque area, Parking, Jogging Track, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
Sri Putramas,1500.0,Kuala Lumpur - Jalan Kuching,3.0,2.0,2.0,1100,Fully Furnished,"Playground, Sauna, Security, Parking, Tennis Court, Barbeque area, Gymnasium, Minimart, Swimming Pool, Lift","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
Awana Puri Condominiums,1500.0,Kuala Lumpur - Cheras,3.0,1.0,2.0,1185,Partially Furnished,None,"Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT, Internet",Kuala Lumpur
Sri Pelangi (Jalan Genting Kelang),1200.0,Kuala Lumpur - Setapak,3.0,1.0,2.0,931,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Jogging Track",Cooking Allowed,Kuala Lumpur
Taman Miharja Apartment (LRT Miharja),1500.0,Kuala Lumpur - Cheras,3.0,1.0,2.0,950,Partially Furnished,Parking,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
Kenari Apartment (Taman Melati),1600.0,Kuala Lumpur - Setapak,3.0,1.0,2.0,900,Fully Furnished,"Parking, Security, Playground","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur
The Holmes,1600.0,Kuala Lumpur - Cheras,3.0,2.0,2.0,1018,Partially Furnished,None,"Cooking Allowed, Near KTM/LRT, Internet",Kuala Lumpur
Suasana Lumayan,1600.0,Kuala Lumpur - Cheras,4.0,1.0,2.0,1142,Partially Furnished,"Gymnasium, Security, Minimart, Playground, Sauna","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
"The Park 2, Pavilion Bukit Jalil",3200.0,Kuala Lumpur - Bukit Jalil,2.0,1.0,2.0,750,Fully Furnished,"Swimming Pool, Security, Gymnasium, Playground, Lift, Parking, Minimart","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
Platinum Hill PV 6,1600.0,Kuala Lumpur - Setapak,4.0,1.0,2.0,1328,Not Furnished,None,None,Kuala Lumpur
M3 Residency,1700.0,Kuala Lumpur - Setapak,3.0,1.0,2.0,900,Fully Furnished,None,None,Kuala Lumpur
Putra Villa,1800.0,Kuala Lumpur - Setapak,3.0,1.0,2.0,1067,Fully Furnished,None,None,Kuala Lumpur
TR Residence,2500.0,Kuala Lumpur - Titiwangsa,3.0,1.0,2.0,850,Fully Furnished,"Barbeque area, Security, Playground, Gymnasium, Swimming Pool, Jogging Track, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
Majestic Maxim,1300.0,Kuala Lumpur - Cheras,2.0,1.0,2.0,650,Partially Furnished,"Gymnasium, Playground, Swimming Pool, Jogging Track, Parking, Security, Barbeque area, Lift","Air-Cond, Near KTM/LRT",Kuala Lumpur
Genting Court Condominium,1100.0,Kuala Lumpur - Setapak,3.0,1.0,2.0,820,Partially Furnished,"Minimart, Parking, Security, Lift, Swimming Pool, Playground, Club house, Tennis Court","Air-Cond, Cooking Allowed",Kuala Lumpur
Prima Court,900.0,Kuala Lumpur - Ampang,3.0,1.0,2.0,890,Partially Furnished,"Playground, Barbeque area, Parking, Security, Swimming Pool, Gymnasium, Sauna, Minimart, Multipurpose hall, Jogging Track, Tennis Court",Cooking Allowed,Kuala Lumpur
Aliran Damai Apartments,1200.0,Kuala Lumpur - Cheras,3.0,1.0,2.0,1006,Partially Furnished,None,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
Royal Regent (Sri Putramas 3),2000.0,Kuala Lumpur - Jalan Kuching,3.0,1.0,2.0,1018,Fully Furnished,"Minimart, Playground, Swimming Pool, Gymnasium, Tennis Court, Sauna, Parking, Security, Lift, Barbeque area, Multipurpose hall, Club house","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
Vue Residences,1700.0,Kuala Lumpur - Titiwangsa,2.0,1.0,1.0,726,Partially Furnished,"Gymnasium, Playground, Multipurpose hall, Barbeque area, Security, Swimming Pool, Parking, Lift, Minimart, Tennis Court","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
Tasikmas,1300.0,Kuala Lumpur - Bandar Tasik Selatan,3.0,1.0,2.0,850,Fully Furnished,"Parking, Security, Lift","Cooking Allowed, Near KTM/LRT, Washing Machine, Air-Cond",Kuala Lumpur
Wangsa Maju Seksyen2 Flat Block F,750.0,Kuala Lumpur - Wangsa Maju,2.0,2.0,1.0,580,Partially Furnished,"Parking, Playground, Gymnasium, Club house, Jogging Track, Squash Court, Multipurpose hall, Minimart, Barbeque area","Cooking Allowed, Near KTM/LRT",Kuala Lumpur
Pangsapuri Mawar (Sentul),1400.0,Kuala Lumpur - Sentul,3.0,2.0,2.0,1010,Not Furnished,"Security, Minimart, Parking",None,Kuala Lumpur
Casa Kiara 1,3000.0,Kuala Lumpur - Mont Kiara,4.0,2.0,3.0,1268,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
Nusa Mewah Villa Condominium,1400.0,Kuala Lumpur - Cheras,3.0,2.0,2.0,865,Fully Furnished,"Playground, Jogging Track, Security, Minimart, Swimming Pool, Parking, Lift, Gymnasium, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
Mizumi Residences,1400.0,Kuala Lumpur - Kepong,3.0,2.0,2.0,932,Partially Furnished,"Jogging Track, Multipurpose hall, Parking, Minimart, Sauna, Club house, Swimming Pool, Gymnasium, Security, Playground, Lift, Barbeque area","Cooking Allowed, Near KTM/LRT",Kuala Lumpur
Maxim Citilights,1350.0,Kuala Lumpur - Sentul,3.0,1.0,2.0,1095,Not Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
Kenanga Point,1599.0,Kuala Lumpur - Pudu,3.0,1.0,2.0,900,Partially Furnished,"Parking, Squash Court, Gymnasium, Barbeque area, Sauna, Security, Playground, Swimming Pool, Tennis Court",None,Kuala Lumpur
Royal Domain Sri Putramas 2,1880.0,Kuala Lumpur - Jalan Kuching,3.0,1.0,2.0,1290,Partially Furnished,"Minimart, Sauna, Swimming Pool, Tennis Court, Jogging Track, Gymnasium, Barbeque area, Security, Playground, Parking, Lift","Air-Cond, Cooking Allowed",Kuala Lumpur
Villa Crystal,1800.0,Kuala Lumpur - Segambut,3.0,2.0,3.0,1298,Partially Furnished,"Jogging Track, Gymnasium, Parking, Sauna, Security, Playground, Swimming Pool",None,Kuala Lumpur
Damansara Foresta,2000.0,Kuala Lumpur - Sri Damansara,4.0,2.0,3.0,1492,Partially Furnished,"Minimart, Jogging Track, Barbeque area, Club house, Swimming Pool, Sauna, Parking, Security, Playground",None,Kuala Lumpur
Damansara Foresta,2800.0,Kuala Lumpur - Sri Damansara,3.0,2.0,3.0,1610,Fully Furnished,"Minimart, Jogging Track, Barbeque area, Club house, Swimming Pool, Sauna, Parking, Security, Playground",None,Kuala Lumpur
Tuan Residency,1800.0,Kuala Lumpur - Jalan Kuching,3.0,1.0,2.0,1105,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
PPA1M Bukit Jalil,1300.0,Kuala Lumpur - Bukit Jalil,4.0,1.0,2.0,1200,Not Furnished,"Parking, Security, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
Bayu Tasik 1,1200.0,Kuala Lumpur - Cheras,3.0,2.0,2.0,975,Partially Furnished,"Security, Minimart, Swimming Pool, Parking, Gymnasium, Barbeque area, Playground, Lift, Multipurpose hall","Cooking Allowed, Near KTM/LRT",Kuala Lumpur
The Nest Residence @ Genting Klang,1499.0,Kuala Lumpur - Setapak,2.0,1.0,1.0,700,Fully Furnished,"Minimart, Tennis Court, Jogging Track, Gymnasium, Lift, Security, Playground, Swimming Pool, Parking, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Internet",Kuala Lumpur
Majestic Maxim,1400.0,Kuala Lumpur - Cheras,2.0,2.0,2.0,650,Not Furnished,"Parking, Gymnasium, Jogging Track, Lift, Barbeque area, Security, Swimming Pool, Playground","Air-Cond, Near KTM/LRT, Cooking Allowed",Kuala Lumpur
Residensi Alam Damai (PR1MA @ Alam Damai),1300.0,Kuala Lumpur - Cheras,3.0,2.0,2.0,1000,Partially Furnished,"Parking, Security, Lift, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track",Cooking Allowed,Kuala Lumpur
The Address @ Taman Desa,3300.0,Kuala Lumpur - Taman Desa,4.0,2.0,3.0,1118,Fully Furnished,"Swimming Pool, Gymnasium, Parking, Security, Barbeque area, Sauna, Minimart, Jogging Track, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
Regalia Residence,2600.0,Kuala Lumpur - Jalan Sultan Ismail,2.0,1.0,1.0,805,Fully Furnished,"Playground, Gymnasium, Parking, Swimming Pool, Squash Court, Security, Lift, Minimart","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur
The Scott Garden,1400.0,Kuala Lumpur - Old Klang Road,1.0,1.0,1.0,775,Partially Furnished,None,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
Casa Idaman,1700.0,Kuala Lumpur - Jalan Ipoh,3.0,1.0,2.0,1300,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
216 Residences,1800.0,Kuala Lumpur - Kuchai Lama,2.0,1.0,2.0,804,Fully Furnished,"Swimming Pool, Multipurpose hall, Security, Sauna, Gymnasium, Parking, Lift, Playground, Barbeque area",None,Kuala Lumpur
Bandar Baru Sentul,850.0,Kuala Lumpur - Sentul,2.0,1.0,1.0,570,Not Furnished,None,None,Kuala Lumpur
PPA1M Mercu Jalil,1300.0,Kuala Lumpur - Bukit Jalil,4.0,1.0,2.0,1434,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
Residensi Jalilmas,1200.0,Kuala Lumpur - Bukit Jalil,3.0,1.0,2.0,850,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
The Era,2800.0,Kuala Lumpur - Segambut,3.0,2.0,2.0,1033,Fully Furnished,"Gymnasium, Playground, Barbeque area, Sauna, Swimming Pool, Jogging Track, Parking, Security","Air-Cond, Cooking Allowed",Kuala Lumpur
Segar Apartments,1000.0,Kuala Lumpur - Cheras,3.0,1.0,2.0,950,Partially Furnished,"Parking, Security, Playground, Lift, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
Residensi Hijauan Lumayan,1200.0,Kuala Lumpur - Sungai Besi,3.0,1.0,2.0,1035,Partially Furnished,"Security, Playground, Gymnasium, Parking, Swimming Pool, Multipurpose hall, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
M Vertica,2300.0,Kuala Lumpur - Cheras,4.0,2.0,3.0,1000,Partially Furnished,"Parking, Jogging Track, Barbeque area, Security, Swimming Pool, Lift, Multipurpose hall, Playground, Tennis Court","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
Bayu Tasik 1,1400.0,Kuala Lumpur - Cheras,3.0,1.0,2.0,920,Partially Furnished,"Security, Minimart, Swimming Pool, Parking, Gymnasium, Barbeque area, Playground",None,Kuala Lumpur
Pangsapuri Melur (Sentul),1750.0,Kuala Lumpur - Sentul,3.0,1.0,2.0,1010,Fully Furnished,"Parking, Security, Lift, Playground, Minimart, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
One Maxim,1700.0,Kuala Lumpur - Sentul,3.0,1.0,2.0,819,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall","Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
Maxim Citilights,1350.0,Kuala Lumpur - Sentul,3.0,1.0,2.0,1150,Partially Furnished,"Jogging Track, Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall",Cooking Allowed,Kuala Lumpur
Pangsapuri Bukit Baru,750.0,Kuala Lumpur - Keramat,3.0,2.0,2.0,722,Not Furnished,"Parking, Lift, Playground, Minimart","Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
OUG Parklane,1600.0,Kuala Lumpur - OUG,3.0,2.0,2.0,950,Fully Furnished,"Parking, Security, Squash Court, Swimming Pool, Playground, Sauna, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
Royal Regent (Sri Putramas 3),1800.0,Kuala Lumpur - Jalan Kuching,2.0,1.0,2.0,880,Fully Furnished,"Playground, Gymnasium, Minimart, Sauna, Swimming Pool, Parking, Security, Lift, Multipurpose hall, Barbeque area, Squash Court","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
PV9 Residences @ Taman Melati,1800.0,Kuala Lumpur - Setapak,3.0,1.0,2.0,850,Partially Furnished,"Lift, Security, Parking, Gymnasium, Swimming Pool, Playground, Multipurpose hall","Near KTM/LRT, Cooking Allowed",Kuala Lumpur
Vista Angkasa,1300.0,Kuala Lumpur - Bangsar South,2.0,1.0,2.0,555,Partially Furnished,"Parking, Minimart, Swimming Pool, Jogging Track, Security","Cooking Allowed, Near KTM/LRT",Kuala Lumpur
Hartamas Regency II,5800.0,Kuala Lumpur - Mont Kiara,7.0,3.0,7.0,3488,Partially Furnished,"Minimart, Playground, Barbeque area, Multipurpose hall, Swimming Pool, Parking, Security, Tennis Court, Sauna, Gymnasium, Squash Court","Cooking Allowed, Near KTM/LRT, Air-Cond",Kuala Lumpur
Arte Plus Jalan Ampang,1500.0,Kuala Lumpur - Ampang,1.0,1.0,1.0,680,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
Maxim Residences,1850.0,Kuala Lumpur - Cheras,3.0,1.0,2.0,1050,Fully Furnished,"Swimming Pool, Gymnasium, Security, Parking","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
Platinum Teratai Residence,1499.0,Kuala Lumpur - Setapak,3.0,2.0,2.0,928,Partially Furnished,"Playground, Gymnasium, Security, Swimming Pool, Multipurpose hall, Parking, Lift, Barbeque area, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
Pangsapuri Mawar (Sentul),1300.0,Kuala Lumpur - Sentul,3.0,1.0,2.0,1000,Not Furnished,"Minimart, Parking, Security, Lift, Playground, Jogging Track, Multipurpose hall",Near KTM/LRT,Kuala Lumpur
Pangsapuri Melur (Sentul),1500.0,Kuala Lumpur - Sentul,3.0,1.0,2.0,1100,Partially Furnished,"Parking, Security, Lift, Playground, Minimart, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
